Participant ID,Physical Activity,Fruits/Veg Servings,Sleep Quality,Stress Level,Overall Health,Diet Type,Exercise Type Preferred,Work Environment,Living Area
2194,6.04,7.24,9,2,6,Vegan,Sports,Office,Suburban
2195,2,9.92,5,6,5,Vegan,None,Fieldwork,Suburban
2196,5.02,3.5,2,1,10,Pescatarian,Sports,Office,Rural
2197,5.14,5.48,8,1,8,Vegan,Sports,Remote,Suburban
2198,8.78,3.97,3,5,3,Meat-Eater,Sports,Student,Urban
2199,5.92,4.97,3,4,9,Meat-Eater,Cardio,Mixed,Suburban
2200,4.42,8.71,9,9,3,Vegetarian,Sports,Mixed,Rural
2201,9.79,7.16,5,2,6,Vegan,Sports,Remote,Suburban
2202,2,8.94,8,10,2,Vegetarian,None,Fieldwork,Suburban
2203,4.8,2.83,5,8,2,Vegan,None,Fieldwork,Suburban
2204,1.38,8.86,10,9,4,Flexitarian,None,Fieldwork,Suburban
2205,7.66,1.54,5,5,2,Flexitarian,Strength Training,Student,Urban
2206,9.26,9,5,5,4,Pescatarian,Sports,Remote,Suburban
2207,3.52,3.96,4,9,3,Vegetarian,Cardio,Mixed,Rural
2208,8.73,3.83,1,5,3,Meat-Eater,Strength Training,Remote,Rural
2209,3.63,5.61,7,10,1,Pescatarian,Sports,Remote,Rural
2210,9.2,9.47,10,4,7,Pescatarian,Sports,Mixed,Urban
2211,7.79,1.43,2,1,6,Pescatarian,Cardio,Fieldwork,Suburban
2212,8.24,4.17,3,2,10,Meat-Eater,Sports,Remote,Suburban
2213,1.16,8.71,7,8,1,Meat-Eater,None,Remote,Suburban
2214,9.67,4.56,5,2,9,Meat-Eater,Strength Training,Fieldwork,Suburban
2215,7.54,2.79,3,1,9,Vegan,Sports,Fieldwork,Rural
2216,3.74,4.82,4,6,1,Flexitarian,Yoga/Pilates,Mixed,Rural
2217,8.46,4.47,3,5,3,Pescatarian,Sports,Mixed,Urban
2218,3.53,9.24,8,7,5,Flexitarian,None,Mixed,Urban
2219,8.85,7.86,5,1,6,Vegetarian,Strength Training,Remote,Urban
2220,2.01,5.55,9,7,3,Vegan,None,Office,Rural
2221,7.33,9.9,8,1,6,Meat-Eater,Sports,Student,Suburban
2222,5.87,5.19,7,3,7,Flexitarian,Cardio,Student,Urban
2223,1.87,1.52,5,6,4,Flexitarian,None,Fieldwork,Suburban
2224,3.18,3.36,5,7,2,Vegetarian,None,Student,Rural
2225,1.11,4.92,4,10,2,Vegetarian,None,Fieldwork,Rural
2226,5.22,2.41,4,2,10,Flexitarian,Yoga/Pilates,Fieldwork,Suburban
2227,3.71,9.53,6,9,3,Vegetarian,Strength Training,Fieldwork,Suburban
2228,6.39,7.9,6,2,9,Meat-Eater,Strength Training,Office,Suburban
2229,3.68,3.41,5,8,2,Flexitarian,Yoga/Pilates,Office,Urban
2230,3.7,6.32,10,8,4,Vegetarian,Strength Training,Remote,Urban
2231,7.69,7.49,10,3,8,Vegetarian,Sports,Fieldwork,Rural
2232,1.43,9.47,6,6,1,Flexitarian,None,Fieldwork,Rural
2233,9.13,8.93,7,3,7,Pescatarian,Sports,Office,Suburban
2234,8.67,5.64,5,2,8,Vegetarian,Strength Training,Mixed,Suburban
2235,7.01,7.97,9,5,4,Vegetarian,Cardio,Student,Urban
2236,6.34,6.06,5,3,8,Vegetarian,Cardio,Fieldwork,Rural
2237,9.03,5.97,6,2,6,Vegetarian,Sports,Remote,Urban
2238,2.67,2.03,4,6,3,Vegan,None,Office,Suburban
2239,1.71,2.14,5,6,4,Vegan,None,Fieldwork,Rural
2240,3.16,5.77,6,10,2,Pescatarian,Sports,Fieldwork,Urban
2241,8.15,3.42,3,5,2,Vegan,Sports,Office,Rural
2242,1.31,1.19,5,7,5,Vegan,None,Remote,Rural
2243,6.25,7.51,9,5,4,Meat-Eater,Strength Training,Remote,Urban
2244,9.96,1.29,4,5,5,Pescatarian,Sports,Remote,Urban
2245,8.7,6.36,9,1,10,Vegetarian,Sports,Student,Urban
2246,5.69,5.85,8,2,6,Meat-Eater,None,Remote,Urban
2247,1.57,9.72,6,10,4,Vegetarian,None,Fieldwork,Suburban
2248,8.48,5.36,7,2,7,Flexitarian,Cardio,Office,Rural
2249,6.39,1.57,3,3,9,Flexitarian,None,Remote,Rural
2250,2.03,5.97,9,6,1,Vegetarian,None,Fieldwork,Urban
2251,1.84,8.57,9,6,4,Flexitarian,None,Fieldwork,Suburban
2252,9.19,9.97,6,1,9,Meat-Eater,Sports,Mixed,Urban
2253,7.02,4.87,4,4,10,Flexitarian,Cardio,Office,Rural
2254,8.46,3.88,3,2,9,Meat-Eater,Strength Training,Fieldwork,Urban
2255,8.91,9.16,8,3,10,Meat-Eater,Cardio,Remote,Suburban
2256,6.15,2.72,2,5,5,Vegetarian,Yoga/Pilates,Fieldwork,Suburban
2257,5.66,6.54,7,3,8,Flexitarian,Yoga/Pilates,Student,Urban
2258,4.87,4.65,3,7,1,Flexitarian,Cardio,Fieldwork,Urban
2259,3.85,1.37,1,6,5,Meat-Eater,Strength Training,Student,Urban
2260,4.91,4.13,2,9,4,Flexitarian,Strength Training,Office,Urban
2261,7.96,3.39,2,2,10,Vegan,Strength Training,Mixed,Suburban
2262,6.42,7.17,5,2,10,Meat-Eater,None,Remote,Rural
2263,9.03,9.54,8,5,5,Meat-Eater,Strength Training,Fieldwork,Suburban
2264,4.99,3.41,1,8,2,Vegan,None,Remote,Rural
2265,6.46,8.3,6,3,7,Meat-Eater,Cardio,Mixed,Urban
2266,6.68,1.5,4,5,2,Vegetarian,Strength Training,Student,Urban
2267,6.33,5.84,7,4,7,Vegetarian,Strength Training,Remote,Suburban
2268,7.32,1.63,1,1,8,Flexitarian,Strength Training,Mixed,Suburban
2269,3.14,9.41,8,6,5,Flexitarian,None,Student,Urban
2270,5.61,7.9,8,4,8,Pescatarian,Strength Training,Student,Urban
2271,1.94,6.92,8,10,4,Flexitarian,None,Office,Urban
2272,4.46,8.42,5,7,1,Vegetarian,Sports,Fieldwork,Rural
2273,5.39,6.83,7,3,8,Pescatarian,None,Office,Rural
2274,6.87,9.72,10,2,7,Flexitarian,Yoga/Pilates,Student,Rural
2275,9.55,7.43,8,3,7,Pescatarian,Sports,Office,Suburban
2276,6.41,9.32,5,2,9,Vegan,None,Fieldwork,Rural
2277,7.69,5.65,6,5,5,Vegan,Strength Training,Student,Rural
2278,5.56,2.05,1,5,1,Flexitarian,Sports,Office,Urban
2279,6.71,5.75,5,4,8,Pescatarian,None,Fieldwork,Rural
2280,1.64,2.14,1,7,5,Vegetarian,None,Mixed,Urban
2281,3.29,6.33,8,7,5,Flexitarian,None,Mixed,Urban
2282,4.26,5.34,5,9,3,Vegan,Strength Training,Remote,Rural
2283,5.25,6.6,6,4,8,Vegan,Yoga/Pilates,Remote,Suburban
2284,1.41,1.09,4,10,3,Vegan,None,Fieldwork,Suburban
2285,2.26,2.75,2,10,3,Vegetarian,None,Fieldwork,Urban
2286,3.49,5.42,9,7,2,Vegan,Yoga/Pilates,Fieldwork,Rural
2287,9.74,9.55,5,5,5,Meat-Eater,Sports,Office,Suburban
2288,3.98,4.45,4,10,5,Vegan,Strength Training,Student,Urban
2289,5.34,4.82,4,2,7,Meat-Eater,Cardio,Mixed,Suburban
2290,2.76,7.43,5,9,5,Vegetarian,None,Mixed,Urban
2291,6.5,6.43,7,2,8,Flexitarian,Strength Training,Student,Rural
2292,3.53,3.69,3,6,1,Pescatarian,Sports,Fieldwork,Rural
2293,2.86,4.7,2,7,5,Vegetarian,None,Remote,Suburban
2294,5.65,2.96,1,1,6,Pescatarian,None,Student,Rural
2295,1.05,9.69,10,7,1,Flexitarian,None,Student,Urban
2296,1.07,2.18,1,6,2,Vegan,None,Remote,Rural
2297,2.97,4.35,5,6,4,Vegan,None,Office,Suburban
2298,1.33,1.23,3,7,5,Meat-Eater,None,Mixed,Suburban
2299,1.97,3,3,10,2,Pescatarian,None,Student,Suburban
2300,4.05,8.02,5,8,2,Flexitarian,Sports,Mixed,Urban
2301,8.22,2.81,2,5,1,Flexitarian,Sports,Remote,Rural
2302,6.15,1.72,1,1,10,Meat-Eater,Sports,Fieldwork,Suburban
2303,5.61,5.27,6,2,7,Vegetarian,Yoga/Pilates,Fieldwork,Rural
2304,3.64,1.09,3,7,3,Meat-Eater,Cardio,Remote,Suburban
2305,9.39,1.76,5,2,7,Meat-Eater,Sports,Remote,Suburban
2306,4.57,8.27,8,7,3,Vegan,Sports,Office,Rural
2307,1.78,7.94,7,8,4,Pescatarian,None,Mixed,Rural
2308,6.55,9.24,6,4,8,Vegan,Cardio,Fieldwork,Urban
2309,2.02,8.69,5,6,3,Pescatarian,None,Remote,Urban
2310,4.11,7.15,10,8,1,Meat-Eater,Sports,Mixed,Suburban
2311,5.57,1.47,3,5,2,Meat-Eater,None,Remote,Rural
2312,8.87,8.05,9,4,9,Meat-Eater,Strength Training,Fieldwork,Urban
2313,5.44,8.61,10,4,7,Meat-Eater,Sports,Remote,Suburban
2314,7.32,8.19,6,2,8,Meat-Eater,Strength Training,Office,Rural
2315,9.94,5.58,10,3,8,Pescatarian,Cardio,Office,Rural
2316,2.18,3.1,1,10,2,Meat-Eater,None,Mixed,Urban
2317,3.47,8.61,8,7,4,Vegetarian,Cardio,Remote,Rural
2318,4.55,7.54,6,7,4,Vegan,Yoga/Pilates,Fieldwork,Rural
2319,4.8,9.83,5,6,1,Vegan,Cardio,Fieldwork,Urban
2320,4.7,2.4,4,9,3,Vegan,None,Student,Suburban
2321,9.17,3.03,1,5,3,Vegetarian,Sports,Remote,Suburban
2322,7.43,2.91,4,4,6,Vegan,Cardio,Mixed,Urban
2323,6.47,8.13,8,3,7,Meat-Eater,Yoga/Pilates,Remote,Urban
2324,3.78,2.68,4,6,3,Vegetarian,Sports,Fieldwork,Suburban
2325,8.41,1.6,1,2,7,Vegan,Cardio,Fieldwork,Suburban
2326,9.6,9.99,10,1,9,Pescatarian,Cardio,Remote,Urban
2327,8.39,1.22,4,2,10,Meat-Eater,Sports,Office,Rural
2328,1.01,8.52,10,6,1,Pescatarian,None,Student,Urban
2329,6.73,4.29,2,2,8,Pescatarian,Cardio,Mixed,Suburban
2330,1.46,8.57,9,9,1,Vegetarian,None,Remote,Urban
2331,3.32,5.99,10,9,4,Meat-Eater,Cardio,Fieldwork,Urban
2332,1.54,9.11,9,9,4,Flexitarian,None,Fieldwork,Suburban
2333,6.43,9.34,8,4,9,Pescatarian,None,Fieldwork,Urban
2334,7.18,1.08,5,1,9,Vegetarian,Sports,Student,Urban
2335,2.03,1.68,5,7,5,Meat-Eater,None,Office,Rural
2336,4.45,3.25,4,9,2,Meat-Eater,Strength Training,Student,Suburban
2337,5.11,7.02,10,1,7,Flexitarian,Yoga/Pilates,Student,Suburban
2338,4.32,8.99,8,7,5,Pescatarian,Yoga/Pilates,Mixed,Suburban
2339,2.09,5.14,6,6,2,Vegetarian,None,Mixed,Suburban
2340,4.77,6.46,7,9,4,Vegetarian,Sports,Remote,Urban
2341,7.76,2.7,1,3,7,Vegan,Sports,Student,Rural
2342,1.64,8.24,8,6,1,Vegan,None,Fieldwork,Urban
2343,1.72,9.71,8,9,2,Vegan,None,Remote,Suburban
2344,4.19,3.42,5,10,1,Vegan,Cardio,Student,Urban
2345,9.48,5.45,6,2,8,Flexitarian,Cardio,Student,Rural
2346,7.02,1.78,5,4,6,Meat-Eater,Sports,Fieldwork,Rural
2347,7.11,6.03,10,5,1,Vegan,Cardio,Office,Urban
2348,4.26,5.53,8,6,4,Meat-Eater,Yoga/Pilates,Office,Urban
2349,6.34,2.3,4,1,9,Flexitarian,None,Remote,Suburban
2350,1.09,4.98,5,10,4,Vegan,None,Mixed,Rural
2351,6.72,4.01,4,5,1,Meat-Eater,Yoga/Pilates,Remote,Suburban
2352,9.22,5.7,10,2,10,Vegetarian,Cardio,Office,Suburban
2353,6.51,6.27,7,1,9,Vegetarian,None,Remote,Urban
2354,8.86,1.08,1,5,4,Vegetarian,Cardio,Office,Suburban
2355,7.52,7.85,5,3,6,Pescatarian,Sports,Mixed,Rural
2356,2.09,7.42,5,8,3,Meat-Eater,None,Office,Urban
2357,9.12,4.3,3,5,3,Vegetarian,Strength Training,Mixed,Urban
2358,1.6,1.48,4,7,2,Meat-Eater,None,Mixed,Suburban
2359,5.81,7.79,9,1,8,Meat-Eater,Yoga/Pilates,Fieldwork,Suburban
2360,2.28,9.6,6,8,4,Vegetarian,None,Mixed,Suburban
2361,1.11,3.16,4,10,5,Vegetarian,None,Fieldwork,Rural
2362,4.8,3.91,3,10,2,Pescatarian,Yoga/Pilates,Student,Suburban
2363,3.66,2.65,3,9,5,Vegan,Strength Training,Fieldwork,Suburban
2364,5.37,6.19,5,5,5,Vegetarian,Cardio,Remote,Urban
2365,6.19,2.39,4,2,9,Vegetarian,Cardio,Office,Rural
2366,1.39,4.21,1,8,1,Meat-Eater,None,Student,Suburban
2367,2.11,7.27,6,9,1,Meat-Eater,None,Student,Rural
2368,6.03,6.04,10,3,6,Vegan,Sports,Student,Rural
2369,4.09,4.48,1,8,3,Vegan,Strength Training,Office,Rural
2370,7.56,4.78,2,2,6,Flexitarian,Sports,Fieldwork,Rural
2371,6.87,6.06,7,5,4,Vegetarian,Yoga/Pilates,Mixed,Rural
2372,8.61,1.05,1,2,8,Vegan,Strength Training,Student,Suburban
2373,7.23,1.71,1,5,1,Vegan,Strength Training,Office,Urban
2374,4.87,8.93,9,9,5,Flexitarian,Yoga/Pilates,Mixed,Suburban
2375,7.06,1.7,3,2,9,Pescatarian,Cardio,Fieldwork,Suburban
2376,3.48,7.36,9,7,4,Meat-Eater,Strength Training,Remote,Urban
2377,3.76,9.28,6,6,2,Flexitarian,Strength Training,Mixed,Urban
2378,8.1,3.44,2,2,9,Flexitarian,Sports,Remote,Rural
2379,5.02,4.33,3,1,10,Pescatarian,Yoga/Pilates,Mixed,Urban
2380,8.19,6.12,10,5,4,Vegetarian,Sports,Mixed,Rural
2381,8.4,8.94,6,5,2,Meat-Eater,Sports,Fieldwork,Rural
2382,8.72,9.48,7,5,4,Flexitarian,Cardio,Fieldwork,Suburban
2383,9.25,7.66,6,1,9,Flexitarian,Cardio,Student,Urban
2384,4.88,1.78,4,10,2,Meat-Eater,Sports,Student,Suburban
2385,3.87,7.02,5,8,4,Vegan,None,Student,Rural
2386,6.24,4.69,4,2,8,Pescatarian,Sports,Student,Rural
2387,4.34,5.24,7,6,4,Flexitarian,Strength Training,Mixed,Rural
2388,6.41,1.44,3,5,1,Flexitarian,Cardio,Remote,Rural
2389,7.35,2.72,4,3,6,Vegan,Strength Training,Mixed,Suburban
2390,7.2,8.11,5,2,8,Vegan,Sports,Student,Suburban
2391,4.37,5.09,5,7,4,Flexitarian,Strength Training,Office,Rural
2392,2.5,3.71,5,10,5,Vegan,None,Fieldwork,Rural
2393,4.87,4.46,2,8,4,Pescatarian,Sports,Remote,Suburban
2394,2.28,8.69,9,6,1,Meat-Eater,None,Remote,Urban
2395,9.01,7.74,5,5,2,Pescatarian,Sports,Remote,Suburban
2396,4.11,3.45,4,7,3,Vegetarian,Strength Training,Mixed,Urban
2397,2.39,2.06,2,7,2,Meat-Eater,None,Mixed,Suburban
2398,1.23,3.27,4,7,5,Pescatarian,None,Student,Rural
2399,6.81,9.29,9,5,4,Flexitarian,Sports,Fieldwork,Rural
2400,6.73,6.23,7,4,10,Vegetarian,None,Fieldwork,Urban
2401,4.07,5.8,8,9,2,Vegan,None,Office,Rural
2402,1.65,6.37,9,9,4,Vegetarian,None,Student,Urban
2403,4.69,4.29,5,8,5,Flexitarian,Strength Training,Student,Urban
2404,3.8,8.26,9,10,1,Vegan,Sports,Office,Rural
2405,7.09,5.71,7,2,6,Vegetarian,Cardio,Student,Rural
2406,6.45,2.05,3,3,8,Meat-Eater,Cardio,Student,Rural
2407,4.28,2.16,3,9,1,Vegan,Yoga/Pilates,Student,Urban
2408,2.96,5.83,6,6,1,Vegetarian,None,Remote,Rural
2409,9.89,9.43,7,3,7,Vegan,Cardio,Office,Urban
2410,5.09,3.78,3,3,6,Meat-Eater,Strength Training,Remote,Rural
2411,7.19,8.83,7,5,1,Vegan,Sports,Remote,Urban
2412,2.26,7.88,8,8,2,Pescatarian,None,Office,Rural
2413,5.37,3.23,3,5,1,Pescatarian,None,Student,Rural
2414,1.25,1.33,2,6,1,Vegetarian,None,Fieldwork,Rural
2415,5.55,1.92,5,2,8,Vegetarian,Yoga/Pilates,Mixed,Rural
2416,9.68,7.56,8,2,6,Pescatarian,Cardio,Fieldwork,Rural
2417,4.46,2.8,1,9,1,Vegetarian,Strength Training,Office,Urban
2418,1.35,4.34,3,9,3,Vegetarian,None,Fieldwork,Suburban
2419,1.28,5.52,9,6,2,Flexitarian,None,Fieldwork,Urban
2420,4.49,7.53,9,7,1,Meat-Eater,None,Mixed,Rural
2421,2.44,2.02,4,9,5,Vegetarian,None,Mixed,Suburban
2422,1.21,4.66,1,8,2,Vegetarian,None,Mixed,Rural
2423,7.81,5.37,10,5,2,Flexitarian,Strength Training,Student,Rural
2424,5.13,5.87,6,4,6,Flexitarian,Cardio,Remote,Urban
2425,3.6,8.37,10,6,3,Vegan,Sports,Remote,Urban
2426,9.1,2.55,5,2,7,Meat-Eater,Sports,Remote,Suburban
2427,2.05,8.27,10,6,3,Meat-Eater,None,Office,Suburban
2428,9.6,7.24,9,5,5,Flexitarian,Cardio,Fieldwork,Rural
2429,3.83,6,10,10,3,Pescatarian,Strength Training,Mixed,Urban
2430,9,7.3,9,1,9,Meat-Eater,Sports,Remote,Suburban
2431,6.43,4.71,5,4,8,Vegetarian,Cardio,Student,Rural
2432,8.44,2.25,4,4,7,Vegan,Strength Training,Mixed,Rural
2433,9.86,6.99,5,2,8,Vegetarian,Sports,Fieldwork,Suburban
2434,3.6,5.72,9,7,3,Vegetarian,None,Remote,Urban
2435,9.65,6.75,6,3,9,Flexitarian,Strength Training,Mixed,Rural
2436,4.51,4.04,2,8,4,Pescatarian,Sports,Office,Suburban
2437,4.47,9.16,7,7,1,Meat-Eater,Cardio,Fieldwork,Suburban
2438,4.06,6.29,9,8,2,Vegan,None,Student,Suburban
2439,5.87,1.77,5,1,6,Pescatarian,Sports,Remote,Urban
2440,2.39,5.05,9,9,4,Pescatarian,None,Remote,Urban
2441,5.98,7.81,10,3,8,Flexitarian,Strength Training,Fieldwork,Urban
2442,5.88,8.15,9,3,9,Vegan,None,Office,Suburban
2443,7.86,5.45,9,1,10,Pescatarian,Cardio,Fieldwork,Urban
2444,8.5,9.05,6,5,3,Vegetarian,Cardio,Mixed,Suburban
2445,4.96,3.41,1,7,1,Flexitarian,Strength Training,Office,Rural
2446,3.72,4.7,1,6,3,Vegetarian,Strength Training,Office,Rural
2447,3.33,9.09,7,10,5,Meat-Eater,Sports,Student,Suburban
2448,2.75,9.07,6,6,4,Meat-Eater,None,Mixed,Suburban
2449,1.52,7.17,9,9,2,Pescatarian,None,Remote,Rural
2450,4.08,8.73,5,6,2,Meat-Eater,Cardio,Office,Urban
2451,3.43,1.8,4,6,2,Meat-Eater,Cardio,Mixed,Urban
2452,9.7,8.78,8,4,9,Vegetarian,Cardio,Office,Urban
2453,6.02,3.89,4,2,7,Flexitarian,Strength Training,Fieldwork,Suburban
2454,4.13,2.6,5,10,5,Vegan,Sports,Student,Rural
2455,6.22,3.15,5,3,9,Pescatarian,Strength Training,Fieldwork,Rural
2456,2.25,4.76,3,7,2,Pescatarian,None,Remote,Rural
2457,5,3.26,3,1,6,Vegan,Strength Training,Office,Rural
2458,6.64,3.89,3,3,9,Flexitarian,None,Office,Suburban
2459,5.4,2.21,4,4,9,Vegetarian,Cardio,Office,Suburban
2460,4.62,3.67,5,7,3,Meat-Eater,Cardio,Remote,Suburban
2461,9.94,6.15,8,5,2,Flexitarian,Sports,Fieldwork,Rural
2462,8.92,4.98,3,2,6,Meat-Eater,Sports,Remote,Rural
2463,6.61,4.12,5,2,10,Vegan,Yoga/Pilates,Office,Urban
2464,6.12,7.72,6,3,9,Vegetarian,Sports,Office,Urban
2465,6.59,9.04,5,4,10,Flexitarian,Sports,Remote,Suburban
2466,2.81,7.81,5,9,5,Vegan,None,Student,Urban
2467,4.56,3.99,3,7,5,Vegetarian,Yoga/Pilates,Fieldwork,Suburban
2468,1.36,7.7,8,9,3,Flexitarian,None,Mixed,Rural
2469,5.28,2.37,2,3,10,Meat-Eater,Cardio,Student,Rural
2470,5.89,2.17,5,3,7,Flexitarian,Sports,Student,Urban
2471,3.05,4.11,4,10,2,Vegan,Yoga/Pilates,Fieldwork,Urban
2472,9.68,8.27,7,4,6,Vegan,Sports,Office,Rural
2473,9.19,3.22,4,5,1,Flexitarian,Sports,Office,Urban
2474,7.5,1.57,3,1,10,Meat-Eater,Strength Training,Mixed,Rural
2475,5.8,2.19,1,3,10,Vegetarian,Strength Training,Remote,Rural
2476,8.83,8.73,5,2,8,Vegetarian,Cardio,Remote,Rural
2477,2.18,6.7,8,8,5,Vegetarian,None,Office,Rural
2478,8.11,3.28,2,1,10,Vegan,Cardio,Office,Rural
2479,2.12,6,9,7,5,Vegan,None,Mixed,Suburban
2480,8.15,5.75,7,4,9,Vegetarian,Sports,Office,Rural
2481,3.48,6.9,9,9,4,Meat-Eater,None,Fieldwork,Urban
2482,8.89,3.1,1,3,8,Vegan,Strength Training,Fieldwork,Rural
2483,9.5,8.78,6,2,8,Flexitarian,Sports,Fieldwork,Rural
2484,2.34,3.78,2,7,2,Flexitarian,None,Remote,Urban
2485,5.16,7.25,9,5,3,Flexitarian,Strength Training,Remote,Urban
2486,9.83,1.15,1,1,7,Meat-Eater,Strength Training,Remote,Rural
2487,5.35,4.35,5,4,10,Meat-Eater,Yoga/Pilates,Mixed,Suburban
2488,8.77,4.17,4,3,8,Flexitarian,Strength Training,Remote,Rural
2489,6.3,5.89,6,2,8,Pescatarian,Strength Training,Office,Suburban
2490,4.38,1.65,2,9,3,Vegetarian,Strength Training,Fieldwork,Urban
2491,3.57,8.11,8,8,2,Flexitarian,Sports,Mixed,Rural
2492,2.83,2.96,1,9,2,Meat-Eater,None,Office,Suburban
2493,7.86,7.09,6,3,6,Vegan,Strength Training,Student,Urban
2494,4.48,8.23,10,9,2,Pescatarian,Strength Training,Student,Urban
2495,5.6,6.06,10,5,2,Meat-Eater,Strength Training,Student,Rural
2496,5.43,7.67,10,1,9,Flexitarian,Sports,Office,Rural
2497,6.2,6.96,7,4,8,Pescatarian,Sports,Fieldwork,Rural
2498,8.79,4.2,3,1,7,Vegetarian,Strength Training,Remote,Suburban
2499,9.83,8.28,5,4,8,Vegan,Sports,Student,Suburban
2500,4.67,3.65,4,7,3,Vegetarian,Sports,Mixed,Urban
2501,8.45,6.14,9,5,4,Pescatarian,Sports,Office,Suburban
2502,7.88,7.71,5,5,3,Meat-Eater,Sports,Office,Urban
2503,6.16,4.41,5,1,7,Meat-Eater,Cardio,Office,Urban
2504,9.6,3.72,1,2,8,Pescatarian,Strength Training,Fieldwork,Urban
2505,2.8,5.13,7,8,1,Pescatarian,None,Remote,Urban
2506,1.98,8.36,10,10,1,Meat-Eater,None,Fieldwork,Suburban
2507,8.69,9.37,8,2,9,Vegetarian,Strength Training,Fieldwork,Rural
2508,4.95,5.91,7,7,2,Flexitarian,Strength Training,Office,Rural
2509,8.62,6.95,8,1,9,Pescatarian,Cardio,Remote,Rural
2510,9.04,9.13,9,2,6,Flexitarian,Sports,Mixed,Rural
2511,1.56,1.89,1,7,2,Meat-Eater,None,Remote,Urban
2512,8.95,3.09,2,3,8,Vegetarian,Cardio,Remote,Urban
2513,5.03,7.38,6,1,7,Vegetarian,Sports,Remote,Urban
2514,5.59,8.41,8,1,10,Vegan,Sports,Fieldwork,Urban
2515,6.64,8.71,10,2,7,Flexitarian,Cardio,Remote,Urban
2516,9.34,4.74,4,3,8,Flexitarian,Sports,Office,Urban
2517,1.17,1.8,3,9,5,Pescatarian,None,Mixed,Rural
2518,5.29,4.94,2,5,4,Meat-Eater,Cardio,Office,Suburban
2519,7.19,3.08,3,1,7,Vegan,Cardio,Mixed,Suburban
2520,7.5,3.62,5,3,9,Vegan,Sports,Mixed,Suburban
2521,7.23,7.95,6,3,7,Pescatarian,Cardio,Mixed,Rural
2522,2.21,1.68,5,7,1,Vegan,None,Mixed,Rural
2523,3.69,8.45,5,10,1,Flexitarian,Strength Training,Office,Suburban
2524,4.23,4.85,3,6,3,Vegan,Yoga/Pilates,Fieldwork,Suburban
2525,8.24,6.36,8,4,6,Flexitarian,Sports,Remote,Suburban
2526,3.51,1.81,2,7,5,Meat-Eater,None,Fieldwork,Urban
2527,2.9,4.04,3,6,5,Pescatarian,None,Student,Urban
2528,9.62,1.81,4,1,7,Meat-Eater,Strength Training,Mixed,Suburban
2529,1.08,9.65,5,8,4,Vegan,None,Fieldwork,Urban
2530,9.98,8.27,6,5,5,Vegan,Strength Training,Mixed,Rural
2531,7.09,5.14,9,4,7,Pescatarian,Strength Training,Mixed,Suburban
2532,8.46,3.01,1,5,4,Vegetarian,Strength Training,Office,Rural
2533,3.65,9.4,10,8,1,Vegetarian,Strength Training,Student,Suburban
2534,1.13,4.1,4,9,2,Vegan,None,Office,Suburban
2535,7.64,2.45,2,4,9,Pescatarian,Sports,Office,Suburban
2536,8.51,6.07,6,2,8,Vegetarian,Sports,Office,Suburban
2537,7.66,9.49,5,4,8,Meat-Eater,Sports,Remote,Suburban
2538,2.29,1.03,2,6,5,Meat-Eater,None,Mixed,Urban
2539,7.78,3.14,4,5,4,Pescatarian,Sports,Office,Rural
2540,7.92,9.45,5,5,3,Meat-Eater,Cardio,Fieldwork,Rural
2541,6.93,2.54,5,2,10,Flexitarian,Yoga/Pilates,Office,Suburban
2542,7.9,2.02,1,4,7,Vegan,Sports,Remote,Rural
2543,8.61,6.13,5,3,7,Meat-Eater,Sports,Mixed,Rural
2544,6.52,8.76,9,1,9,Flexitarian,None,Student,Rural
2545,1.8,5.29,10,7,4,Vegetarian,None,Office,Rural
2546,5.39,9.95,8,4,9,Vegan,Yoga/Pilates,Remote,Suburban
2547,1.7,7.11,10,8,4,Flexitarian,None,Student,Urban
2548,4.67,1.67,3,9,3,Flexitarian,Sports,Fieldwork,Urban
2549,4.66,9.94,10,7,3,Pescatarian,Cardio,Mixed,Urban
2550,1.59,4.67,3,8,5,Vegetarian,None,Fieldwork,Urban
2551,4.14,3.59,5,8,3,Vegan,None,Office,Suburban
2552,2,6.02,8,8,2,Vegan,None,Fieldwork,Rural
2553,8.27,3.74,2,3,10,Pescatarian,Strength Training,Mixed,Rural
2554,9.53,1.78,5,4,8,Vegetarian,Strength Training,Student,Suburban
2555,1.65,1.01,3,8,4,Flexitarian,None,Fieldwork,Urban
2556,9.6,5.05,8,4,8,Vegan,Strength Training,Mixed,Rural
2557,5.7,8.53,5,3,6,Meat-Eater,Sports,Office,Suburban
2558,3.7,6.15,8,8,5,Flexitarian,Cardio,Fieldwork,Rural
2559,1.69,9.99,8,7,3,Vegetarian,None,Fieldwork,Suburban
2560,5.51,3.58,3,4,8,Vegetarian,Sports,Fieldwork,Urban
2561,8.15,3.52,3,4,7,Meat-Eater,Cardio,Mixed,Suburban
2562,7.36,2.44,2,5,4,Flexitarian,Sports,Student,Urban
2563,1.45,2.48,2,7,4,Vegetarian,None,Student,Suburban
2564,1.66,3.57,5,9,2,Vegan,None,Remote,Rural
2565,4.63,8.14,10,7,2,Flexitarian,Yoga/Pilates,Mixed,Suburban
2566,3.66,9.15,5,7,1,Pescatarian,Yoga/Pilates,Student,Suburban
2567,3.09,9.78,6,7,5,Flexitarian,Cardio,Mixed,Urban
2568,3.53,3.09,3,6,4,Flexitarian,Strength Training,Office,Rural
